head,tail,relation,head_name,tail_name,head_type,tail_type,score,predicted,actual
21177,10145,drug-gene,"('4322', 'MMP13', 'gene/protein')","('DB07827', '4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID', 'drug')",unknown,unknown,2.2184131701769028e-13,0,1.0
8773,29464,drug-gene,"('DB05197', 'Sofalcone', 'drug')","('873', 'CBR1', 'gene/protein')",unknown,unknown,2.344707002339963e-13,0,1.0
29464,8773,drug-gene,"('873', 'CBR1', 'gene/protein')","('DB05197', 'Sofalcone', 'drug')",unknown,unknown,2.344716218058429e-13,0,1.0
27213,7929,drug-gene,"('760', 'CA2', 'gene/protein')","('DB03594', '1,2,4-Triazole', 'drug')",unknown,unknown,2.4051084474702167e-13,0,1.0
27213,7929,drug-gene,"('760', 'CA2', 'gene/protein')","('DB03594', '1,2,4-Triazole', 'drug')",unknown,unknown,2.405122271047916e-13,0,1.0
7929,27213,drug-gene,"('DB03594', '1,2,4-Triazole', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,2.405122271047916e-13,0,1.0
7929,27213,drug-gene,"('DB03594', '1,2,4-Triazole', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,2.405126878907149e-13,0,1.0
11209,16160,drug-gene,"('DB11312', 'Protein C', 'drug')","('2153', 'F5', 'gene/protein')",unknown,unknown,2.4936059076982597e-13,0,1.0
16160,11209,drug-gene,"('2153', 'F5', 'gene/protein')","('DB11312', 'Protein C', 'drug')",unknown,unknown,2.4936059076982597e-13,0,1.0
11209,16160,drug-gene,"('DB11312', 'Protein C', 'drug')","('2153', 'F5', 'gene/protein')",unknown,unknown,2.4936059076982597e-13,0,1.0
16160,11209,drug-gene,"('2153', 'F5', 'gene/protein')","('DB11312', 'Protein C', 'drug')",unknown,unknown,2.493615394467269e-13,0,1.0
13227,10025,drug-gene,"('1111', 'CHEK1', 'gene/protein')","('DB07653', 'N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE', 'drug')",unknown,unknown,2.5600097671059363e-13,0,1.0
10025,13227,drug-gene,"('DB07653', 'N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE', 'drug')","('1111', 'CHEK1', 'gene/protein')",unknown,unknown,2.5600146460157125e-13,0,1.0
13227,10021,drug-gene,"('1111', 'CHEK1', 'gene/protein')","('DB07647', '(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL', 'drug')",unknown,unknown,2.595502751525508e-13,0,1.0
10021,13227,drug-gene,"('DB07647', '(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL', 'drug')","('1111', 'CHEK1', 'gene/protein')",unknown,unknown,2.595507630435284e-13,0,1.0
17136,9860,drug-gene,"('23621', 'BACE1', 'gene/protein')","('DB07415', '4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine', 'drug')",unknown,unknown,2.6799927294735015e-13,0,1.0
9860,17136,drug-gene,"('DB07415', '4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine', 'drug')","('23621', 'BACE1', 'gene/protein')",unknown,unknown,2.6799927294735015e-13,0,1.0
25375,9240,drug-gene,"('629', 'CFB', 'gene/protein')","('DB06503', 'MLN2222', 'drug')",unknown,unknown,2.9173787951392027e-13,0,1.0
25375,9240,drug-gene,"('629', 'CFB', 'gene/protein')","('DB06503', 'MLN2222', 'drug')",unknown,unknown,2.917384216150065e-13,0,1.0
9240,25375,drug-gene,"('DB06503', 'MLN2222', 'drug')","('629', 'CFB', 'gene/protein')",unknown,unknown,2.917384216150065e-13,0,1.0
9240,25375,drug-gene,"('DB06503', 'MLN2222', 'drug')","('629', 'CFB', 'gene/protein')",unknown,unknown,2.917384216150065e-13,0,1.0
7791,18789,drug-gene,"('DB03319', '(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate', 'drug')","('2891', 'GRIA2', 'gene/protein')",unknown,unknown,3.250321561378e-13,0,1.0
18789,7791,drug-gene,"('2891', 'GRIA2', 'gene/protein')","('DB03319', '(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate', 'drug')",unknown,unknown,3.2503340297029837e-13,0,1.0
10902,15805,drug-gene,"('DB08995', 'Diosmin', 'drug')","('196', 'AHR', 'gene/protein')",unknown,unknown,3.2848048825244447e-13,0,1.0
15805,10902,drug-gene,"('196', 'AHR', 'gene/protein')","('DB08995', 'Diosmin', 'drug')",unknown,unknown,3.2848048825244447e-13,0,1.0
15222,8639,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB04934', 'Rifalazil', 'drug')",unknown,unknown,3.3282193190667386e-13,0,1.0
8639,15222,drug-gene,"('DB04934', 'Rifalazil', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,3.3282193190667386e-13,0,1.0
15209,11605,drug-gene,"('1565', 'CYP2D6', 'gene/protein')","('DB13679', 'Dexchlorpheniramine', 'drug')",unknown,unknown,3.423528821544508e-13,0,1.0
11605,15209,drug-gene,"('DB13679', 'Dexchlorpheniramine', 'drug')","('1565', 'CYP2D6', 'gene/protein')",unknown,unknown,3.423535597808086e-13,0,1.0
8796,20025,drug-gene,"('DB05234', 'LGD2941', 'drug')","('367', 'AR', 'gene/protein')",unknown,unknown,3.5940122948031894e-13,0,1.0
8796,20025,drug-gene,"('DB05234', 'LGD2941', 'drug')","('367', 'AR', 'gene/protein')",unknown,unknown,3.5940190710667674e-13,0,1.0
20025,8796,drug-gene,"('367', 'AR', 'gene/protein')","('DB05234', 'LGD2941', 'drug')",unknown,unknown,3.5940190710667674e-13,0,1.0
20025,8796,drug-gene,"('367', 'AR', 'gene/protein')","('DB05234', 'LGD2941', 'drug')",unknown,unknown,3.5940190710667674e-13,0,1.0
24532,11448,drug-gene,"('5742', 'PTGS1', 'gene/protein')","('DB12445', 'Nitroaspirin', 'drug')",unknown,unknown,3.868925579214588e-13,0,1.0
11448,24532,drug-gene,"('DB12445', 'Nitroaspirin', 'drug')","('5742', 'PTGS1', 'gene/protein')",unknown,unknown,3.86894048699446e-13,0,1.0
27213,10566,drug-gene,"('760', 'CA2', 'gene/protein')","('DB08418', '(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate', 'drug')",unknown,unknown,4.051762180976026e-13,0,1.0
10566,27213,drug-gene,"('DB08418', '(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,4.051777359806441e-13,0,1.0
20025,10073,drug-gene,"('367', 'AR', 'gene/protein')","('DB07717', '(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE', 'drug')",unknown,unknown,4.1229536061268557e-13,0,1.0
10073,20025,drug-gene,"('DB07717', '(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE', 'drug')","('367', 'AR', 'gene/protein')",unknown,unknown,4.122961195542063e-13,0,1.0
10073,20025,drug-gene,"('DB07717', '(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE', 'drug')","('367', 'AR', 'gene/protein')",unknown,unknown,4.1229693270583567e-13,0,1.0
20025,10073,drug-gene,"('367', 'AR', 'gene/protein')","('DB07717', '(5S,8R,9S,10S,13R,14S,17S)-13-{2-[(3,5-DIFLUOROBENZYL)OXY]ETHYL}-17-HYDROXY-10-METHYLHEXADECAHYDRO-3H-CYCLOPENTA[A]PHENANTHREN-3-ONE', 'drug')",unknown,unknown,4.1229693270583567e-13,0,1.0
15222,11601,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB13633', 'Mepartricin', 'drug')",unknown,unknown,4.584072921601234e-13,0,1.0
11601,15222,drug-gene,"('DB13633', 'Mepartricin', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,4.584072921601234e-13,0,1.0
11221,19961,drug-gene,"('DB11365', 'Sennosides', 'drug')","('360', 'AQP3', 'gene/protein')",unknown,unknown,4.760012913343492e-13,0,1.0
19961,11221,drug-gene,"('360', 'AQP3', 'gene/protein')","('DB11365', 'Sennosides', 'drug')",unknown,unknown,4.760030802679338e-13,0,1.0
7625,21677,drug-gene,"('DB02991', 'S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea', 'drug')","('4842', 'NOS1', 'gene/protein')",unknown,unknown,5.115502747961298e-13,0,1.0
21677,7625,drug-gene,"('4842', 'NOS1', 'gene/protein')","('DB02991', 'S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea', 'drug')",unknown,unknown,5.115502747961298e-13,0,1.0
7335,15619,drug-gene,"('DB02400', 'ES-936', 'drug')","('1728', 'NQO1', 'gene/protein')",unknown,unknown,5.785236113949044e-13,0,1.0
15619,7335,drug-gene,"('1728', 'NQO1', 'gene/protein')","('DB02400', 'ES-936', 'drug')",unknown,unknown,5.78525834009358e-13,0,1.0
7335,15619,drug-gene,"('DB02400', 'ES-936', 'drug')","('1728', 'NQO1', 'gene/protein')",unknown,unknown,5.78525834009358e-13,0,1.0
15619,7335,drug-gene,"('1728', 'NQO1', 'gene/protein')","('DB02400', 'ES-936', 'drug')",unknown,unknown,5.785291408259841e-13,0,1.0
21177,8513,drug-gene,"('4322', 'MMP13', 'gene/protein')","('DB04760', 'PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)', 'drug')",unknown,unknown,5.859026371707321e-13,0,1.0
8513,21177,drug-gene,"('DB04760', 'PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)', 'drug')","('4322', 'MMP13', 'gene/protein')",unknown,unknown,5.859026371707321e-13,0,1.0
26346,9527,drug-gene,"('673', 'BRAF', 'gene/protein')","('DB07000', 'N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide', 'drug')",unknown,unknown,6.198228779188963e-13,0,1.0
9527,26346,drug-gene,"('DB07000', 'N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide', 'drug')","('673', 'BRAF', 'gene/protein')",unknown,unknown,6.198228779188963e-13,0,1.0
9527,26346,drug-gene,"('DB07000', 'N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide', 'drug')","('673', 'BRAF', 'gene/protein')",unknown,unknown,6.198228779188963e-13,0,1.0
26346,9527,drug-gene,"('673', 'BRAF', 'gene/protein')","('DB07000', 'N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide', 'drug')",unknown,unknown,6.198228779188963e-13,0,1.0
15222,11789,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB14637', 'Fluprednisolone acetate', 'drug')",unknown,unknown,6.77827097835676e-13,0,1.0
11789,15222,drug-gene,"('DB14637', 'Fluprednisolone acetate', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,6.77827097835676e-13,0,1.0
10984,15174,drug-gene,"('DB09122', 'Peginterferon beta-1a', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,7.140462266602698e-13,0,1.0
15174,10984,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB09122', 'Peginterferon beta-1a', 'drug')",unknown,unknown,7.140488829555924e-13,0,1.0
24896,7875,drug-gene,"('5837', 'PYGM', 'gene/protein')","('DB03479', '8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione', 'drug')",unknown,unknown,7.332162763225292e-13,0,1.0
7875,24896,drug-gene,"('DB03479', '8,9,10-trihydroxy-7-hydroxymethyl-3-methyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione', 'drug')","('5837', 'PYGM', 'gene/protein')",unknown,unknown,7.332175773651362e-13,0,1.0
27213,7402,drug-gene,"('760', 'CA2', 'gene/protein')","('DB02535', 'Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide', 'drug')",unknown,unknown,7.384076531648243e-13,0,1.0
7402,27213,drug-gene,"('DB02535', 'Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,7.384090626276485e-13,0,1.0
9690,20799,drug-gene,"('DB07196', 'N-methyl-1-(2-thiophen-2-ylphenyl)methanamine', 'drug')","('4048', 'LTA4H', 'gene/protein')",unknown,unknown,8.259384929459879e-13,0,1.0
20799,9690,drug-gene,"('4048', 'LTA4H', 'gene/protein')","('DB07196', 'N-methyl-1-(2-thiophen-2-ylphenyl)methanamine', 'drug')",unknown,unknown,8.259384929459879e-13,0,1.0
20799,9690,drug-gene,"('4048', 'LTA4H', 'gene/protein')","('DB07196', 'N-methyl-1-(2-thiophen-2-ylphenyl)methanamine', 'drug')",unknown,unknown,8.259384929459879e-13,0,1.0
9690,20799,drug-gene,"('DB07196', 'N-methyl-1-(2-thiophen-2-ylphenyl)methanamine', 'drug')","('4048', 'LTA4H', 'gene/protein')",unknown,unknown,8.259384929459879e-13,0,1.0
15222,9015,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB05903', 'KOS-1584', 'drug')",unknown,unknown,8.524118368623268e-13,0,1.0
9015,15222,drug-gene,"('DB05903', 'KOS-1584', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,8.524134631655855e-13,0,1.0
9015,15222,drug-gene,"('DB05903', 'KOS-1584', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,8.524150894688443e-13,0,1.0
15222,9015,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB05903', 'KOS-1584', 'drug')",unknown,unknown,8.524150894688443e-13,0,1.0
16459,7106,drug-gene,"('2280', 'FKBP1A', 'gene/protein')","('DB01951', 'Gpi-1046', 'drug')",unknown,unknown,1.1046967377317807e-12,0,1.0
7106,16459,drug-gene,"('DB01951', 'Gpi-1046', 'drug')","('2280', 'FKBP1A', 'gene/protein')",unknown,unknown,1.1046989061361256e-12,0,1.0
9621,25083,drug-gene,"('DB07113', '(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE', 'drug')","('5972', 'REN', 'gene/protein')",unknown,unknown,1.1122551447570461e-12,0,1.0
25083,9621,drug-gene,"('5972', 'REN', 'gene/protein')","('DB07113', '(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE', 'drug')",unknown,unknown,1.1122551447570461e-12,0,1.0
15174,11583,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB13449', 'Proxyphylline', 'drug')",unknown,unknown,1.1286270312424462e-12,0,1.0
15174,11583,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB13449', 'Proxyphylline', 'drug')",unknown,unknown,1.128629091226574e-12,0,1.0
11583,15174,drug-gene,"('DB13449', 'Proxyphylline', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,1.128631259630919e-12,0,1.0
11583,15174,drug-gene,"('DB13449', 'Proxyphylline', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,1.1286334280352639e-12,0,1.0
15222,11575,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB13385', 'Dihydroergocryptine', 'drug')",unknown,unknown,1.140968612992066e-12,0,1.0
11575,15222,drug-gene,"('DB13385', 'Dihydroergocryptine', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,1.140968612992066e-12,0,1.0
15222,11575,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB13385', 'Dihydroergocryptine', 'drug')",unknown,unknown,1.140968612992066e-12,0,1.0
11575,15222,drug-gene,"('DB13385', 'Dihydroergocryptine', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,1.140968612992066e-12,0,1.0
7237,24532,drug-gene,"('DB02198', '2-Bromoacetyl Group', 'drug')","('5742', 'PTGS1', 'gene/protein')",unknown,unknown,1.2334034618297074e-12,0,1.0
7237,24532,drug-gene,"('DB02198', '2-Bromoacetyl Group', 'drug')","('5742', 'PTGS1', 'gene/protein')",unknown,unknown,1.2334058470744869e-12,0,1.0
24532,7237,drug-gene,"('5742', 'PTGS1', 'gene/protein')","('DB02198', '2-Bromoacetyl Group', 'drug')",unknown,unknown,1.2334058470744869e-12,0,1.0
24532,7237,drug-gene,"('5742', 'PTGS1', 'gene/protein')","('DB02198', '2-Bromoacetyl Group', 'drug')",unknown,unknown,1.2334082323192663e-12,0,1.0
26849,7518,drug-gene,"('7263', 'TST', 'gene/protein')","('DB02761', 'S-Mercaptocysteine', 'drug')",unknown,unknown,1.3123303442205692e-12,0,1.0
7518,26849,drug-gene,"('DB02761', 'S-Mercaptocysteine', 'drug')","('7263', 'TST', 'gene/protein')",unknown,unknown,1.3123303442205692e-12,0,1.0
8309,27213,drug-gene,"('DB04371', 'AL6528', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,1.652530109280681e-12,0,1.0
27213,8309,drug-gene,"('760', 'CA2', 'gene/protein')","('DB04371', 'AL6528', 'drug')",unknown,unknown,1.6525333618871985e-12,0,1.0
12402,8593,drug-gene,"('10203', 'CALCRL', 'gene/protein')","('DB04869', 'Olcegepant', 'drug')",unknown,unknown,1.6810366033209734e-12,0,1.0
8593,12402,drug-gene,"('DB04869', 'Olcegepant', 'drug')","('10203', 'CALCRL', 'gene/protein')",unknown,unknown,1.681043000113791e-12,0,1.0
6970,21089,drug-gene,"('DB01677', 'Fumaric Acid', 'drug')","('4200', 'ME2', 'gene/protein')",unknown,unknown,1.8621759950016026e-12,0,1.0
21089,6970,drug-gene,"('4200', 'ME2', 'gene/protein')","('DB01677', 'Fumaric Acid', 'drug')",unknown,unknown,1.862179681288989e-12,0,1.0
21677,7210,drug-gene,"('4842', 'NOS1', 'gene/protein')","('DB02143', '1-hydroxy-2-isopropylguanidine', 'drug')",unknown,unknown,1.8926303666649824e-12,0,1.0
7210,21677,drug-gene,"('DB02143', '1-hydroxy-2-isopropylguanidine', 'drug')","('4842', 'NOS1', 'gene/protein')",unknown,unknown,1.8926303666649824e-12,0,1.0
27213,7621,drug-gene,"('760', 'CA2', 'gene/protein')","('DB02986', 'N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide', 'drug')",unknown,unknown,1.9692485489497535e-12,0,1.0
7621,27213,drug-gene,"('DB02986', 'N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,1.9692485489497535e-12,0,1.0
27213,7621,drug-gene,"('760', 'CA2', 'gene/protein')","('DB02986', 'N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide', 'drug')",unknown,unknown,1.9692485489497535e-12,0,1.0
7621,27213,drug-gene,"('DB02986', 'N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,1.9692485489497535e-12,0,1.0
15222,11480,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB12629', '3,5-diiodothyropropionic acid', 'drug')",unknown,unknown,2.059653229219416e-12,0,1.0
15222,11480,drug-gene,"('1576', 'CYP3A4', 'gene/protein')","('DB12629', '3,5-diiodothyropropionic acid', 'drug')",unknown,unknown,2.0596571323472368e-12,0,1.0
11480,15222,drug-gene,"('DB12629', '3,5-diiodothyropropionic acid', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,2.0596610354750577e-12,0,1.0
11480,15222,drug-gene,"('DB12629', '3,5-diiodothyropropionic acid', 'drug')","('1576', 'CYP3A4', 'gene/protein')",unknown,unknown,2.0596610354750577e-12,0,1.0
8862,25383,drug-gene,"('DB05403', 'CEP-1347', 'drug')","('6300', 'MAPK12', 'gene/protein')",unknown,unknown,2.1685214388056373e-12,0,1.0
25383,8862,drug-gene,"('6300', 'MAPK12', 'gene/protein')","('DB05403', 'CEP-1347', 'drug')",unknown,unknown,2.168529678742148e-12,0,1.0
15174,11250,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB11567', 'Insulin peglispro', 'drug')",unknown,unknown,2.4058621848205286e-12,0,1.0
11250,15174,drug-gene,"('DB11567', 'Insulin peglispro', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,2.4058621848205286e-12,0,1.0
11250,15174,drug-gene,"('DB11567', 'Insulin peglispro', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,2.4058712921187775e-12,0,1.0
15174,11250,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB11567', 'Insulin peglispro', 'drug')",unknown,unknown,2.4058712921187775e-12,0,1.0
16161,8517,drug-gene,"('2155', 'F7', 'gene/protein')","('DB04767', 'N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID', 'drug')",unknown,unknown,2.6023447719653037e-12,0,1.0
8517,16161,drug-gene,"('DB04767', 'N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID', 'drug')","('2155', 'F7', 'gene/protein')",unknown,unknown,2.6023447719653037e-12,0,1.0
8517,16161,drug-gene,"('DB04767', 'N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID', 'drug')","('2155', 'F7', 'gene/protein')",unknown,unknown,2.6023447719653037e-12,0,1.0
16161,8517,drug-gene,"('2155', 'F7', 'gene/protein')","('DB04767', 'N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID', 'drug')",unknown,unknown,2.602349759295297e-12,0,1.0
15209,11618,drug-gene,"('1565', 'CYP2D6', 'gene/protein')","('DB13775', 'Tertatolol', 'drug')",unknown,unknown,2.8164044447304137e-12,0,1.0
11618,15209,drug-gene,"('DB13775', 'Tertatolol', 'drug')","('1565', 'CYP2D6', 'gene/protein')",unknown,unknown,2.8164044447304137e-12,0,1.0
7379,15174,drug-gene,"('DB02489', '9-Methylguanine', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,2.9142378614455122e-12,0,1.0
15174,7379,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB02489', '9-Methylguanine', 'drug')",unknown,unknown,2.9142378614455122e-12,0,1.0
20799,9612,drug-gene,"('4048', 'LTA4H', 'gene/protein')","('DB07102', '(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid', 'drug')",unknown,unknown,3.525232406334511e-12,0,1.0
9612,20799,drug-gene,"('DB07102', '(2S)-2-amino-5-oxo-5-[(4-phenylmethoxyphenyl)amino]pentanoic acid', 'drug')","('4048', 'LTA4H', 'gene/protein')",unknown,unknown,3.5252393452284148e-12,0,1.0
28466,10441,drug-gene,"('836', 'CASP3', 'gene/protein')","('DB08229', '[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid', 'drug')",unknown,unknown,3.679938732209509e-12,0,1.0
10441,28466,drug-gene,"('DB08229', '[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid', 'drug')","('836', 'CASP3', 'gene/protein')",unknown,unknown,3.679938732209509e-12,0,1.0
10441,28466,drug-gene,"('DB08229', '[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid', 'drug')","('836', 'CASP3', 'gene/protein')",unknown,unknown,3.679938732209509e-12,0,1.0
28466,10441,drug-gene,"('836', 'CASP3', 'gene/protein')","('DB08229', '[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid', 'drug')",unknown,unknown,3.679945671103413e-12,0,1.0
26789,11243,drug-gene,"('7173', 'TPO', 'gene/protein')","('DB11496', '2-mercaptobenzothiazole', 'drug')",unknown,unknown,3.874303655670985e-12,0,1.0
11243,26789,drug-gene,"('DB11496', '2-mercaptobenzothiazole', 'drug')","('7173', 'TPO', 'gene/protein')",unknown,unknown,3.874303655670985e-12,0,1.0
8009,19174,drug-gene,"('DB03747', 'N-Acetyl-glucosamine thiazoline', 'drug')","('3074', 'HEXB', 'gene/protein')",unknown,unknown,3.87589266237498e-12,0,1.0
19174,8009,drug-gene,"('3074', 'HEXB', 'gene/protein')","('DB03747', 'N-Acetyl-glucosamine thiazoline', 'drug')",unknown,unknown,3.87589266237498e-12,0,1.0
12332,8786,drug-gene,"('10135', 'NAMPT', 'gene/protein')","('DB05217', 'GMX1777', 'drug')",unknown,unknown,4.301349207369576e-12,0,1.0
8786,12332,drug-gene,"('DB05217', 'GMX1777', 'drug')","('10135', 'NAMPT', 'gene/protein')",unknown,unknown,4.301357447306087e-12,0,1.0
11226,15174,drug-gene,"('DB11404', 'Enrofloxacin', 'drug')","('1544', 'CYP1A2', 'gene/protein')",unknown,unknown,4.409925116050095e-12,0,1.0
15174,11226,drug-gene,"('1544', 'CYP1A2', 'gene/protein')","('DB11404', 'Enrofloxacin', 'drug')",unknown,unknown,4.409942029603986e-12,0,1.0
27213,8426,drug-gene,"('760', 'CA2', 'gene/protein')","('DB04600', '4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE', 'drug')",unknown,unknown,4.581566463018882e-12,0,1.0
8426,27213,drug-gene,"('DB04600', '4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE', 'drug')","('760', 'CA2', 'gene/protein')",unknown,unknown,4.581566463018882e-12,0,1.0
26067,6662,drug-gene,"('6530', 'SLC6A2', 'gene/protein')","('DB01170', 'Guanethidine', 'drug')",unknown,unknown,4.934569246273224e-12,0,1.0
