drug_id,drug_name,node_idx
DB06436,Semaxanib,9210
DB06439,Tyloxapol,9211
DB06441,Cangrelor,9212
DB06442,Avasimibe,9213
DB06444,Dexanabinol,9214
DB06446,Dotarizine,9215
DB06447,E5531,9216
DB06448,Lonafarnib,9217
DB06451,Aprinocarsen,9218
DB06454,Sarizotan,9219
DB06457,Tecastemizole,9220
DB06458,Remacemide,9221
DB06460,Enrasentan,9222
DB06468,Cariporide,9223
DB06469,Lestaurtinib,9224
DB06470,Clomethiazole,9225
DB06471,Naxifylline,9226
DB06472,Fradafiban,9227
DB06474,Sibrotuzumab,9228
DB06475,Ruplizumab,9229
DB06477,Sumanirole,9230
DB06478,Porfiromycin,9231
DB06479,Propentofylline,9232
DB06480,Prucalopride,9233
DB06481,Manitimus,9234
DB06486,Enzastaurin,9235
DB06492,Mirococept,9236
DB06494,Sufugolix,9237
DB06495,Onercept,9238
DB06497,Aplaviroc,9239
DB06503,MLN2222,9240
DB06506,Repinotan,9241
DB06510,Muraglitazar,9242
DB06511,AMGN-0007,9243
DB06512,Deramciclane,9244
DB06515,Resiniferatoxin,9245
DB06518,R-1487,9246
DB06521,Ertiprotafib,9247
DB06525,Ganstigmine,9248
DB06530,Resiquimod,9249
DB06533,Ragaglitazar,9250
DB06534,Thrombopoietin,9251
DB06536,Tesaglitazar,9252
DB06538,Robalzotan,9253
DB06543,Astaxanthin,9254
DB06548,Minodronic acid,9255
DB06549,Labradimil,9256
DB06550,Bivatuzumab,9257
DB06552,rNAPc2,9258
DB06554,Gaboxadol,9259
DB06558,Tezosentan,9260
DB06560,Pascolizumab,9261
DB06579,Adipiplon,9262
DB06584,TG4010,9263
DB06586,Cetilistat,9264
DB06587,Mitemcinal,9265
DB06589,Pazopanib,9266
DB06594,Agomelatine,9267
DB06595,Midostaurin,9268
DB06599,Lexatumumab,9269
DB06600,Nemonoxacin,9270
DB06602,Reslizumab,9271
DB06603,Panobinostat,9272
DB06605,Apixaban,9273
DB06607,Catumaxomab,9274
DB06608,Tafenoquine,9275
DB06612,Mepolizumab,9276
DB06616,Bosutinib,9277
DB06623,Flupirtine,9278
DB06626,Axitinib,9279
DB06634,Casopitant,9280
DB06635,Otamixaban,9281
DB06636,Isavuconazonium,9282
DB06637,Dalfampridine,9283
DB06641,Perifosine,9284
DB06642,Bevasiranib,9285
DB06643,Denosumab,9286
DB06650,Ofatumumab,9287
DB06652,Vicriviroc,9288
DB06654,Safinamide,9289
DB06655,Liraglutide,9290
DB06660,Saredutant,9291
DB06663,Pasireotide,9292
DB06670,Odanacatib,9293
DB06674,Golimumab,9294
DB06677,Clazosentan,9295
DB06678,Esmirtazapine,9296
DB06680,Asoprisnil,9297
DB06681,Belatacept,9298
DB06684,Vilazodone,9299
DB06685,Laquinimod,9300
DB06688,Sipuleucel-T,9301
DB06689,Ethanolamine oleate,9302
DB06691,Mepyramine,9303
DB06692,Aprotinin,9304
DB06693,Mevastatin,9305
DB06694,Xylometazoline,9306
DB06695,Dabigatran etexilate,9307
DB06697,Artemether,9308
DB06698,Betahistine,9309
DB06699,Degarelix,9310
DB06700,Desvenlafaxine,9311
DB06701,Dexmethylphenidate,9312
DB06702,Fesoterodine,9313
DB06704,Iobenguane,9314
DB06705,Gadofosveset trisodium,9315
DB06706,Isometheptene,9316
DB06707,Levonordefrin,9317
DB06708,Lumefantrine,9318
DB06709,Methacholine,9319
DB06710,Methyltestosterone,9320
DB06711,Naphazoline,9321
DB06712,Nilvadipine,9322
DB06713,Norelgestromin,9323
DB06714,Propylhexedrine,9324
DB06716,Fospropofol,9325
DB06717,Fosaprepitant,9326
DB06718,Stanozolol,9327
DB06719,Buserelin,9328
DB06720,Velaglucerase alfa,9329
DB06721,Gimatecan,9330
DB06725,Lornoxicam,9331
DB06726,Bufuralol,9332
DB06727,Sparteine,9333
DB06728,Aniline,9334
DB06729,Sulfaphenazole,9335
DB06730,Gestodene,9336
DB06731,Seproxetine,9337
DB06732,beta-Naphthoflavone,9338
DB06733,Bafilomycin A1,9339
DB06734,Bafilomycin B1,9340
DB06735,Enclomiphene,9341
DB06736,Aceclofenac,9342
DB06737,Zaltoprofen,9343
DB06738,Ketobemidone,9344
DB06739,Seratrodast,9345
DB06741,Gavestinel,9346
DB06742,Ambroxol,9347
DB06749,Ginsenoside Rb1,9348
DB06750,Ginsenoside Rg1,9349
DB06751,Drotaverine,9350
DB06752,Chymopapain,9351
DB06754,Danaparoid,9352
DB06755,Beta carotene,9353
DB06756,Glycine betaine,9354
DB06757,Manganese,9355
DB06762,Pinacidil,9356
DB06764,Tetryzoline,9357
DB06766,Alcaftadine,9358
DB06769,Bendamustine,9359
DB06770,Benzyl alcohol,9360
DB06771,Besifloxacin,9361
DB06772,Cabazitaxel,9362
DB06773,Human calcitonin,9363
DB06774,Capsaicin,9364
DB06775,Carglumic acid,9365
DB06777,Chenodeoxycholic acid,9366
DB06778,Cupric sulfate,9367
DB06779,Dalteparin,9368
DB06780,Desoxycorticosterone acetate,9369
DB06781,Difluprednate,9370
DB06782,Dimercaprol,9371
DB06784,Gallium citrate Ga-67,9372
DB06785,Ganirelix,9373
DB06786,Halcinonide,9374
DB06787,Hexocyclium,9375
DB06788,Histrelin,9376
DB06789,Hydroxyprogesterone caproate,9377
DB06791,Lanreotide,9378
DB06795,Mafenide,9379
DB06796,Mangafodipir,9380
DB06800,Methylnaltrexone,9381
DB06802,Nepafenac,9382
DB06803,Niclosamide,9383
DB06804,Nonoxynol-9,9384
DB06809,Plerixafor,9385
DB06813,Pralatrexate,9386
DB06814,Protokylol,9387
DB06817,Raltegravir,9388
DB06819,Phenylbutyric acid,9389
DB06820,Sulconazole,9390
DB06822,Tinzaparin,9391
DB06823,Tiopronin,9392
DB06825,Triptorelin,9393
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,9394
DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,9395
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",9396
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,9397
DB06832,Prinaberel,9398
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,9399
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",9400
DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,9401
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",9402
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",9403
DB06838,methyl L-phenylalaninate,9404
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate",9405
DB06841,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",9406
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,9407
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",9408
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",9409
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,9410
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",9411
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",9412
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,9413
DB06851,N-(pyridin-3-ylmethyl)aniline,9414
DB06852,CHIR-124,9415
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,9416
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,9417
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,9418
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,9419
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,9420
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,9421
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,9422
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,9423
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,9424
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,9425
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE",9426
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,9427
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,9428
DB06870,Tetrahydrogestrinone,9429
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,9430
DB06875,ERB-196,9431
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",9432
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",9433
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,9434
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",9435
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",9436
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,9437
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,9438
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,9439
DB06885,3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid,9440
DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",9441
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",9442
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",9443
DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",9444
DB06894,1-Dodecanol,9445
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",9446
DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",9447
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",9448
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",9449
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,9450
DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,9451
DB06902,p-Cumylphenol,9452
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",9453
DB06907,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",9454
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",9455
DB06909,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",9456
DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,9457
DB06912,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",9458
DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",9459
DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",9460
DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone,9461
DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,9462
DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,9463
DB06920,Eribaxaban,9464
DB06921,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,9465
DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,9466
DB06924,(2R)-2-benzyl-3-nitropropanoic acid,9467
DB06925,3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,9468
DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",9469
DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,9470
DB06928,(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID,9471
DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,9472
DB06930,"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",9473
DB06931,"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",9474
DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",9475
DB06933,N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,9476
DB06935,"2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID",9477
DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,9478
DB06937,"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",9479
DB06938,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,9480
DB06939,"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",9481
DB06940,"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",9482
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,9483
DB06942,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,9484
DB06943,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,9485
DB06944,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,9486
DB06945,N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,9487
DB06947,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,9488
DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,9489
DB06951,(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,9490
DB06953,2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE,9491
DB06954,"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",9492
DB06956,"N-(4-ACETYLPHENYL)-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",9493
DB06957,"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",9494
DB06958,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-PIPERAZIN-1-YL-1H-PYRAZOLE-3-CARBOXAMIDE",9495
DB06959,(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,9496
DB06961,"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",9497
DB06962,JNJ-27390467,9498
DB06963,"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide",9499
DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",9500
DB06967,"6-ETHYL-5-[9-(3-METHOXYPROPYL)-9H-CARBAZOL-2-YL]PYRIMIDINE-2,4-DIAMINE",9501
DB06969,"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",9502
DB06971,"N-{2-[(4'-CYANO-1,1'-BIPHENYL-4-YL)OXY]ETHYL}-N'-HYDROXY-N-METHYLUREA",9503
DB06972,"7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile",9504
DB06973,Bisphenol A,9505
DB06976,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",9506
DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,9507
DB06979,"5-(dodecylthio)-1H-1,2,3-triazole-4-carboxylic acid",9508
DB06980,(2S)-2-(1H-indol-3-yl)hexanoic acid,9509
DB06981,(2S)-2-(1H-indol-3-yl)pentanoic acid,9510
DB06982,(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid,9511
DB06983,"(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol",9512
DB06984,"(1R,2R,3R,4S,5R)-4-(BENZYLAMINO)-5-(METHYLTHIO)CYCLOPENTANE-1,2,3-TRIOL",9513
DB06985,2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,9514
DB06986,"2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE",9515
DB06987,(R)-Atenolol,9516
DB06989,{4-[2-BENZYL-3-METHOXY-2-(METHOXYCARBONYL)-3-OXOPROPYL]PHENYL}SULFAMIC ACID,9517
DB06990,"4-[(1E,7E)-8-(2,6-DIOXO-1,2,3,6-TETRAHYDROPYRIMIDIN-4-YL)-3,6-DIOXA-2,7-DIAZAOCTA-1,7-DIEN-1-YL]BENZOIC ACID",9518
DB06991,"N-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1R)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide",9519
DB06992,"(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone",9520
DB06993,"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",9521
DB06994,"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",9522
DB06995,N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,9523
DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,9524
DB06997,"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",9525
DB06999,PLX-4720,9526
DB07000,"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",9527
DB07001,"(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine",9528
DB07002,4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,9529
DB07003,"(2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",9530
DB07004,2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-N-methylhydrazinecarbothioamide,9531
DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,9532
DB07006,"9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",9533
DB07007,"(3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine",9534
DB07008,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE",9535
DB07009,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",9536
DB07010,N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE,9537
DB07011,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",9538
DB07013,TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE,9539
DB07014,"2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole",9540
DB07015,"(3R,4R)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine",9541
DB07016,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",9542
DB07017,"(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one",9543
DB07019,"N-[(5R,14R)-5-AMINO-5,14-DIMETHYL-4-OXO-3-OXA-18-AZATRICYCLO[15.3.1.1~7,11~]DOCOSA-1(21),7(22),8,10,17,19-HEXAEN-19-YL]-N-METHYLMETHANESULFONAMIDE",9544
DB07020,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",9545
DB07021,"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",9546
DB07022,3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate,9547
DB07023,"(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",9548
DB07024,"2-(3,4-DIHYDROXYPHENYL)-8-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-3-HYDROXY-6-METHYL-4H-CHROMEN-4-ONE",9549
DB07025,3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)QUINOLIN-2(1H)-ONE,9550
DB07026,"(1S,5S,7R)-N~7~-(BIPHENYL-4-YLMETHYL)-N~3~-HYDROXY-6,8-DIOXA-3-AZABICYCLO[3.2.1]OCTANE-3,7-DICARBOXAMIDE",9551
DB07027,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,9552
DB07028,(2-{[(4-BROMO-2-FLUOROBENZYL)AMINO]CARBONYL}-5-CHLOROPHENOXY)ACETIC ACID,9553
DB07029,"4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]-6-METHYLPYRIMIDINE",9554
DB07030,(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,9555
DB07031,"3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid",9556
DB07032,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,9557
DB07033,5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE,9558
DB07034,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",9559
DB07036,"(3aS,4R,9bR)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol",9560
